g,label,CS Code,CS Code,CS Code
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Wachth. a/d. Waterpoort,2-54,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,kostschool,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Kostschool van Gevri,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Kostschool van jufvrouw Leefers,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,"kostschool, instituut Bijsterveld",2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Kostschool Bragtrop,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Kostschool van J. Tieman,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Instituut kostschool,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Pensionaat,2-63,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Liefdegesticht,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,"Liefdegesticht, gasthuis",2-71,2-41,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Liefdegesticht met kostschool,2-71,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,liefdehuis,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,klooster St. Catharina-dal,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der Franciscanissen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster Dommelrode,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster en kostschool,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster Nazareth,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der Capucijnessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Capucijnerklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster Marie Refugée,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der kruisheeren,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,klooster Zoeterbeek,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster met kostschool,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Kostschool en klooster,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Capucijnen klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,nonnenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der fraters,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Vrouwenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der Redemptoristen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster der Theresianen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Mannenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Minderbroedersklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,klooster der Clarissen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Klooster Bethlehem,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,klein seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Oud seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,seminarie Ypelaar,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Huis van bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Huis van Arrest,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Groot arsenaal,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Hoofdwacht,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Hoofdwacht ,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Hôtel de ''Gouden Leeuw'',3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Instituut St. Marie,3-2,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,Instituut voor liefdadig onderwijs,3-2,,
http://lod.cedar-project.nl/resource/v2/VT_1879_10_H1,St. Oda-kloost.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Wagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Directiekeet behoorende tot het fort bij Nieuwe Steeg,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Directiekeet,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Directiekeet van de legerplaats bij Oldebroek,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Opzigterskeet,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Canisius Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,"Oud mannen- , vrouwen- en Ziekenhuis",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Ziekenhuis (Gasthuis),2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Roomsch Katholijk Gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gesticht voor Israelitische oude mannen en vrouwen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. Hiacinthusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oude en Nieuwe Gasthuis en Krankzinnigen gesticht,2-23,2-41,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gesticht Bornhof,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,St. Elisabeths gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oude mannen en vrouwenhuis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oude mannen- en vrouwenh.,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oude mannen- en vrouwenhuis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,"Oude mannen-, vrouwen- en kinderhuis",2-31,2-43,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oude Vrouwenhuis,2-32,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Weduwenhofje,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Bentincks Weduwenhuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Dortmonds Weduwenhuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. Cath. Weduwenhuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Weduwenhuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Weduwenhuis over den Broeren,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,St. Catharina gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Oud Burger Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gasthuis der Hervormden,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Herv. Armenhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. Armenhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Particulier Burger Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Prot. Armen Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Prot. Burger Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Nieuw Weeshuis der Ned. Herv. Gemeente,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Burgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Burger Weeshuis der Ned. Herv. Gemeente,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gebr. Bakker's Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gecombineerd Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Elisabeth Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hervormd Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Herv. Burger-Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Weesinrigting van J. van 't Lindenhout,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Doorgangshuis,2-45,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Garnizoens Infirmerie,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Militaire woningen,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Garnizoens Bakkerij,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huizen bewoond door militairen,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis bewoond door milit.,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis van burgerlijke en militaire verzekering,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Milit. nachtleger magazijn,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Garnizoens-infirmerie,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Militaire woningen aan het Noordpad en den Klarendaalsche weg,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Garnizoens-bakkerij,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Koloniaal Militair invalidenhuis Bronbeek,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Militaire Broodbakkerij,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Magazijn der Artillerie,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Nachtlegermagazijn,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Wachterswoning,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Wapenmagazijn,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Wachterswoning behoorende tot het fort St. Andries,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kazerne der Infanterie,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Willemskazerne,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kazerne der Artillerie,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kazerne der Cavallerie,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kloosterkazerne,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Mauritskazerne,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kazerne Oranje-Nassau,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fort,2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fort Vuren,2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fortwachterswoning,2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fort op den hoofddam bij Pannerden,2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fort (boven Lent),2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Fort (beneden Lent),2-53,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Normaalschool,2-61,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kweekschool voor onderwijzeressen,2-61,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Groen van Prinsterenschool,2-61,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Inrigting Ruimzigt (kweekschool),2-61,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van Ph. Bello,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van mej. Gerritsen,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van E.J.M. de Jong,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van Mej. Kosters,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van mej. G.J. Mingelen,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van Mej. M. Höges,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van H. Knottenbelt,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van mej. De Leeuw,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van Klomp,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van van Lummel,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool A.M. Dekkers,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van mejufvrouw A.E. Haagsma,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Kostschool van mej. Perpeet op Zwanenburg,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Pensionaat,2-63,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Pensionaat Marienthal,2-63,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Liefdegesticht,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. liefdesgesticht,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Klooster Harveld,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,"Meisjesschool, Urseline klooster",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis van Bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis van Arrest,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. St. Walburgshofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Ruitershofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Evangelisch Luthersch hofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Asyl Steenbeek,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Badh. Bethesda,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Bethel,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Coop Schrasserts won.,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Feitenhof,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Gymnasium,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hoofdwacht,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hôtel Bellevue,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hôtel Boule d'or,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hotel de Paauw,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hôtel de Zon,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hotel des Pays-Bas,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hôtel Kernheim,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hôtel Roesink,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Hotel Zwijnshoofd,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis bewoond door zusters van barmhartigheid,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis van barmhartigheid,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Huis van jeugdige veroordeelden genaamd Kruisberg,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Infirmerie,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Landbouw-kolonie Nederlandsch Mettray,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Legerplaats op de Oldebroeksche heide,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Opzichterswoning,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Passantenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,"Pastorie, inrigting voor Hooger Onderwijs",X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Protestantsch bestedelingenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. C. Semenarie,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,R. Cath. Bestedelingenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Talitha Kumi,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Verdedigingswerk aan 't Spoel,X,,
http://lod.cedar-project.nl/resource/v2/VT_1879_11_H1,Wachtlokaal,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Huizen ,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Tijd aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Tijd. Aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Tijd.aanw. schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Tijd. aanw. schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,6 Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Academisch Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Gesticht voor hulpbetoon en werkverschaffing,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Luthersch Verzorgsingsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Instituur voor doofstommen,2-24,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Roomsch. Cath. Oudemannen- en vrouwenhuis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,St. Anthonijgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,W. Cremersgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Cremersgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Afien Oltoffsgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Geertruidsgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Jan Luitjesgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Heiligengeest Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Juffer Margarethagasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Aduader Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,t Cremergasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Jacob- en Annagasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Latteringe Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Mepschen Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Weijtzer Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Zijlster Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,t Ubbenagasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Pieternellegasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Vroiw Verwersgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Pieternella- en Ludewegasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Gerardagasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Martinusgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Middengasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Juffer Tette Albern'sgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Dorpsgezins Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Chr. Geref. Wees- en Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Vrouw Fransengasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Scheuningsgasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Chr. Ger. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Ned. Herv. Armh,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,R.K. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Ned. Herv.Armh,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Herv. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Ned. Herv. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Burgeljk Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Westerdiep. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Diaconie-Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Burgerlijk Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Gem. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Armhuis Zittend Convent,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Ned. Herv. Armh. ,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,N.H. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,R. C. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Diaconie-Armh.,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Diaconiearmhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Arm-Werkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Arm- en Werkhuizen,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Burg. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Roode- of Burgersweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,R. Cath. Jongensweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Dorpsgezins Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Groene Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Luthersch Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Herv. Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_H1,Doorgangshuis,2-45,,
